FIT Profiler Report
Profile stats for: [LightningModule]BERTSQuADModule.configure_callbacks rank: 1
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       87    0.000    0.000    0.002    0.000 structures.py:40(__init__)
        4    0.000    0.000    0.002    0.000 threading.py:288(wait)
      402    0.001    0.000    0.002    0.000 grad_mode.py:80(__enter__)
       22    0.000    0.000    0.002    0.000 patching.py:106(start)
        1    0.000    0.000    0.002    0.002 builder.py:204(_resolve_data_files)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1655(_fill_cache)
        1    0.000    0.000    0.002    0.002 data_files.py:797(resolve)
        2    0.000    0.000    0.002    0.001 _datetime.py:20(parse_datetime)
        2    0.000    0.000    0.002    0.001 data_files.py:747(resolve)
      5/3    0.000    0.000    0.002    0.001 spec.py:1291(open)
  343/116    0.001    0.000    0.002    0.000 features.py:1300(get_nested_type)
       22    0.000    0.000    0.002    0.000 patching.py:48(__enter__)
        2    0.000    0.000    0.002    0.001 {built-in method strptime}
      804    0.001    0.000    0.002    0.000 grad_mode.py:184(__init__)
       24    0.000    0.000    0.002    0.000 models.py:816(generate)
        2    0.000    0.000    0.002    0.001 _strptime.py:565(_strptime_datetime)
      888    0.001    0.000    0.002    0.000 _dill.py:129(log)
        1    0.002    0.002    0.002    0.002 {built-in method posix.rename}
        2    0.000    0.000    0.002    0.001 _strptime.py:309(_strptime)
       24    0.000    0.000    0.002    0.000 response.py:1069(stream)
       45    0.000    0.000    0.002    0.000 cookies.py:124(extract_cookies_to_jar)
        3    0.000    0.000    0.002    0.001 local.py:206(_open)
        1    0.000    0.000    0.001    0.001 glob.py:60(_iglob)
       10    0.000    0.000    0.001    0.000 std.py:1160(__iter__)
        2    0.000    0.000    0.001    0.001 _base.py:612(result_iterator)
        1    0.000    0.000    0.001    0.001 _base.py:314(_result_or_cancel)
        1    0.000    0.000    0.001    0.001 _base.py:428(result)
        3    0.000    0.000    0.001    0.000 local.py:376(__init__)
        1    0.000    0.000    0.001    0.001 builder.py:612(_use_legacy_cache_dir_if_possible)
      931    0.000    0.000    0.001    0.000 <frozen abc>:117(__instancecheck__)
        4    0.000    0.000    0.001    0.000 _tensor_str.py:321(<listcomp>)
        1    0.000    0.000    0.001    0.001 glob.py:105(_glob1)
        8    0.000    0.000    0.001    0.000 pathlib.py:1111(mkdir)
        1    0.000    0.000    0.001    0.001 arrow_writer.py:525(_build_writer)
        1    0.000    0.000    0.001    0.001 _strptime.py:261(compile)
        3    0.000    0.000    0.001    0.000 local.py:389(_open)
        6    0.000    0.000    0.001    0.000 std.py:663(__new__)
        1    0.000    0.000    0.001    0.001 ipc.py:168(open_stream)
      594    0.001    0.000    0.001    0.000 {method 'to' of 'torch._C.TensorBase' objects}
        1    0.001    0.001    0.001    0.001 ipc.py:50(__init__)
      203    0.001    0.000    0.001    0.000 _dill.py:113(__hook__)
      201    0.001    0.000    0.001    0.000 {method 'reshape' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.001    0.001 builder.py:459(_check_legacy_cache2)
       13    0.000    0.000    0.001    0.000 _deprecation.py:75(inner_f)
        2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:666(_load_unlocked)
       10    0.001    0.000    0.001    0.000 tokenization_utils_fast.py:589(<listcomp>)
      402    0.001    0.000    0.001    0.000 grad_mode.py:84(__exit__)
        1    0.000    0.000    0.001    0.001 arrow_writer.py:498(_build_schema)
       12    0.000    0.000    0.001    0.000 std.py:1150(__str__)
      232    0.001    0.000    0.001    0.000 detect.py:22(getmodule)
        2    0.000    0.000    0.001    0.001 arrow_dataset.py:780(features)
        2    0.000    0.000    0.001    0.001 arrow_dataset.py:205(features)
        2    0.000    0.000    0.001    0.001 features.py:2166(copy)
       10    0.000    0.000    0.001    0.000 arrow_dataset.py:3524(prepare_outputs)
        2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:934(exec_module)
      586    0.001    0.000    0.001    0.000 reader.py:99(forward)
      649    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       98    0.000    0.000    0.001    0.000 sessions.py:61(merge_setting)
       13    0.000    0.000    0.001    0.000 _headers.py:39(build_hf_headers)
       13    0.000    0.000    0.001    0.000 inspect.py:3278(signature)
       13    0.000    0.000    0.001    0.000 inspect.py:3024(from_callable)
        6    0.000    0.000    0.001    0.000 _compiler.py:571(_code)
       22    0.000    0.000    0.001    0.000 utils.py:207(get_netrc_auth)
        2    0.001    0.001    0.001    0.001 {built-in method posix.fchmod}
       17    0.000    0.000    0.001    0.000 poolmanager.py:292(connection_from_host)
      244    0.001    0.000    0.001    0.000 detect.py:73(code)
       13    0.000    0.000    0.001    0.000 inspect.py:2428(_signature_from_callable)
       12    0.001    0.000    0.001    0.000 std.py:464(format_meter)
       17    0.000    0.000    0.001    0.000 url.py:349(_encode_target)
    80/50    0.000    0.000    0.001    0.000 features.py:1491(generate_from_arrow_type)
      201    0.001    0.000    0.001    0.000 _tensor_str.py:379(_add_suffixes)
     6302    0.001    0.000    0.001    0.000 {method 'ljust' of 'str' objects}
      931    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
        1    0.001    0.001    0.001    0.001 {built-in method posix.chmod}
       65    0.001    0.000    0.001    0.000 parse.py:452(urlsplit)
        6    0.000    0.000    0.001    0.000 std.py:760(get_lock)
        5    0.000    0.000    0.001    0.000 fingerprint.py:307(format_kwargs_for_fingerprint)
       17    0.000    0.000    0.001    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.001    0.001 std.py:90(__init__)
      102    0.000    0.000    0.001    0.000 connection.py:404(putheader)
      112    0.000    0.000    0.001    0.000 scanner.py:1311(scan_plain_spaces)
        1    0.000    0.000    0.001    0.001 std.py:116(create_mp_lock)
       16    0.000    0.000    0.001    0.000 response.py:941(read)
        1    0.000    0.000    0.001    0.001 context.py:70(RLock)
       17    0.000    0.000    0.001    0.000 poolmanager.py:321(connection_from_context)
     6980    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
       45    0.000    0.000    0.001    0.000 cookiejar.py:1680(extract_cookies)
      198    0.001    0.000    0.001    0.000 {built-in method torch.ceil}
       74    0.001    0.000    0.001    0.000 _tensor_str.py:409(<listcomp>)
       59    0.000    0.000    0.001    0.000 pathlib.py:504(_from_parts)
      874    0.001    0.000    0.001    0.000 pickle.py:744(save_bool)
      499    0.001    0.000    0.001    0.000 contextlib.py:104(__init__)
     5597    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
       94    0.000    0.000    0.001    0.000 <frozen genericpath>:16(exists)
       70    0.000    0.000    0.001    0.000 pathlib.py:484(_parse_args)
       17    0.000    0.000    0.001    0.000 _collections.py:335(extend)
       13    0.000    0.000    0.001    0.000 pathlib.py:1008(stat)
        3    0.000    0.000    0.001    0.000 _dill.py:1707(save_module)
      257    0.001    0.000    0.001    0.000 dis.py:404(_parse_exception_table)
       43    0.000    0.000    0.001    0.000 pathlib.py:868(__new__)
       70    0.000    0.000    0.001    0.000 __init__.py:108(import_module)
       13    0.000    0.000    0.001    0.000 inspect.py:2333(_signature_from_function)
        4    0.000    0.000    0.001    0.000 <frozen os>:200(makedirs)
      296    0.001    0.000    0.001    0.000 _tensor.py:1145(__len__)
      198    0.001    0.000    0.001    0.000 {method 'min' of 'torch._C.TensorBase' objects}
        4    0.000    0.000    0.001    0.000 pathlib.py:1230(exists)
       22    0.000    0.000    0.001    0.000 models.py:610(prepare_cookies)
        1    0.000    0.000    0.001    0.001 glob.py:175(_listdir)
       12    0.000    0.000    0.001    0.000 std.py:457(print_status)
        1    0.000    0.000    0.001    0.001 constructor.py:54(construct_document)
     1848    0.001    0.000    0.001    0.000 scanner.py:279(stale_possible_simple_keys)
     2167    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
       45    0.000    0.000    0.001    0.000 cookiejar.py:1599(make_cookies)
       22    0.000    0.000    0.001    0.000 cookies.py:140(get_cookie_header)
       17    0.000    0.000    0.001    0.000 adapters.py:523(request_url)
       65    0.001    0.000    0.001    0.000 glob.py:141(_iterdir)
      630    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:405(parent)
      546    0.000    0.000    0.001    0.000 py_utils.py:201(_is_dataclass_instance)
      201    0.000    0.000    0.001    0.000 _ops.py:716(_len_torch_dispatch_stack_pre_dispatch)
      197    0.000    0.000    0.001    0.000 scanner.py:752(scan_to_next_token)
       13    0.000    0.000    0.001    0.000 _headers.py:143(get_token_to_send)
      402    0.001    0.000    0.001    0.000 grad_mode.py:75(__init__)
      9/7    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
    72/70    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1192(_gcd_import)
       12    0.000    0.000    0.001    0.000 core.py:369(url_to_fs)
       13    0.000    0.000    0.001    0.000 _auth.py:35(get_token)
      324    0.000    0.000    0.001    0.000 features.py:1669(<genexpr>)
       67    0.000    0.000    0.001    0.000 cookies.py:35(__init__)
        3    0.000    0.000    0.001    0.000 pathlib.py:1089(touch)
       20    0.000    0.000    0.001    0.000 features.py:1804(type)
        6    0.000    0.000    0.001    0.000 tqdm.py:111(__init__)
        3    0.001    0.000    0.001    0.000 {built-in method posix.utime}
       22    0.000    0.000    0.001    0.000 response.py:889(_raw_read)
    10138    0.001    0.000    0.001    0.000 tokenization_utils_base.py:3996(_eventual_warn_about_too_long_sequence)
     45/6    0.000    0.000    0.001    0.000 _compiler.py:37(_compile)
        6    0.000    0.000    0.001    0.000 asyncio.py:23(__init__)
       50    0.000    0.000    0.001    0.000 arrow_writer.py:385(__init__)
        3    0.000    0.000    0.001    0.000 _dill.py:1685(_is_builtin_module)
      332    0.000    0.000    0.001    0.000 _policybase.py:293(header_source_parse)
        1    0.000    0.000    0.001    0.001 info.py:373(from_dataset_card_data)
      202    0.001    0.000    0.001    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1007(get_code)
        2    0.000    0.000    0.001    0.000 info.py:281(from_dict)
       10    0.000    0.000    0.001    0.000 _dill.py:1694(<genexpr>)
       70    0.000    0.000    0.001    0.000 pathlib.py:56(parse_parts)
    10393    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.001    0.000 _api.py:82(__call__)
        1    0.000    0.000    0.001    0.001 info.py:313(_from_yaml_dict)
       12    0.000    0.000    0.001    0.000 <string>:2(__init__)
      297    0.000    0.000    0.001    0.000 scanner.py:135(get_token)
     68/7    0.000    0.000    0.001    0.000 features.py:1453(generate_from_dict)
    38/34    0.000    0.000    0.001    0.000 constructor.py:410(construct_yaml_map)
        1    0.000    0.000    0.001    0.001 builder.py:1013(_load_info)
  218/125    0.000    0.000    0.001    0.000 features.py:1602(_visit)
        8    0.000    0.000    0.001    0.000 <frozen posixpath>:412(realpath)
      198    0.001    0.000    0.001    0.000 {method 'abs' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.001    0.001 arrow_writer.py:409(__init__)
       90    0.001    0.000    0.001    0.000 message.py:524(get_all)
     1076    0.001    0.000    0.001    0.000 {method 'size' of 'torch._C.TensorBase' objects}
      102    0.000    0.000    0.001    0.000 client.py:1242(putheader)
     12/7    0.000    0.000    0.001    0.000 features.py:1469(<dictcomp>)
      198    0.001    0.000    0.001    0.000 {method 'max' of 'torch._C.TensorBase' objects}
      179    0.000    0.000    0.001    0.000 parse.py:164(hostname)
       19    0.000    0.000    0.001    0.000 constructor.py:215(construct_mapping)
        4    0.000    0.000    0.001    0.000 utils.py:710(glob_translate)
       12    0.000    0.000    0.001    0.000 info.py:167(__post_init__)
      433    0.000    0.000    0.001    0.000 _policybase.py:311(header_fetch_parse)
     2982    0.001    0.000    0.001    0.000 reader.py:87(peek)
        6    0.000    0.000    0.001    0.000 std.py:952(__init__)
       34    0.000    0.000    0.001    0.000 utils.py:828(select_proxy)
      244    0.001    0.000    0.001    0.000 {method 'splitlines' of 'str' objects}
       19    0.000    0.000    0.001    0.000 parser.py:422(parse_block_mapping_first_key)
        4    0.001    0.000    0.001    0.000 {built-in method fcntl.flock}
      234    0.000    0.000    0.001    0.000 inspect.py:973(getmodule)
      136    0.000    0.000    0.001    0.000 message.py:489(get)
    13/10    0.000    0.000    0.001    0.000 copy.py:201(_deepcopy_list)
       17    0.000    0.000    0.001    0.000 message.py:478(items)
       17    0.000    0.000    0.001    0.000 client.py:1270(endheaders)
      238    0.001    0.000    0.001    0.000 module.py:1951(__getattr__)
       14    0.000    0.000    0.001    0.000 models.py:483(prepare_headers)
        8    0.000    0.000    0.001    0.000 <frozen posixpath>:421(_joinrealpath)
      483    0.000    0.000    0.001    0.000 reader.py:114(get_mark)
       17    0.000    0.000    0.001    0.000 message.py:486(<listcomp>)
       10    0.000    0.000    0.001    0.000 tokenization_utils_base.py:2750(_get_padding_truncation_strategies)
    68/48    0.000    0.000    0.001    0.000 tokenization_utils_base.py:1105(__getattr__)
       17    0.000    0.000    0.001    0.000 client.py:1032(_send_output)
       15    0.000    0.000    0.001    0.000 pathlib.py:1036(open)
      551    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
      696    0.001    0.000    0.001    0.000 {built-in method torch._C._get_tracing_state}
       24    0.000    0.000    0.001    0.000 parser.py:264(parse_block_node)
       20    0.000    0.000    0.001    0.000 formatting.py:621(format_table)
       17    0.000    0.000    0.001    0.000 connection.py:384(putrequest)
